participant,task_label,task_duration_s,pupil_mean_bc,pupil_slope,blink_time_frac,blink_per_min,pupil_valid_pct,fix_count,fix_rate_hz,fix_dur_mean_s,fix_dur_std_s,fix_dur_total_s,sac_count,sac_rate_hz,sac_amp_mean_px,sac_amp_std_px,pupil_mean_bc_z,pupil_slope_z,blink_time_frac_z,blink_per_min_z,pupil_valid_pct_z,fix_count_z,fix_rate_hz_z,fix_dur_mean_s_z,fix_dur_std_s_z,fix_dur_total_s_z,sac_count_z,sac_rate_hz_z,sac_amp_mean_px_z,sac_amp_std_px_z
P04,task3_3_1,425.59,0.1535,-0.00107881,0.0284,3.38,98.8,705,1.815,0.5509,0.5546,388.38,549,35.369,111.0749,158.6112,-0.06049960523,-1.678934259,0.02130461784,1.905027677,0.3531485656,-0.4770045473,-0.1046739969,0.04128596936,1.038035044,-0.4631393541,-0.5098963024,0.1984855782,0.05679768294,0.4030444083
P04,task3_4_2,598.69,0.0522,-0.00058126,0.0499,2.61,96.2,975,1.822,0.5489,0.4955,535.16,786,35.132,99.3446,136.6537,-1.031582177,-0.6812401705,1.670282038,0.4365246957,-1.821503128,0.05445856592,-0.04526443107,-0.01256529502,-0.2254222556,0.02817285093,0.06313257696,-0.06398791114,-0.8511525217,-0.4438624767
P04,task3_8_2,320.9,0.2943,0.00024152,0.021,2.24,98.9,597,2.033,0.4918,0.4278,293.62,486,35.471,104.9125,146.6339,1.289238066,0.9686095773,-0.5462504013,-0.2691195939,0.4367890154,-0.6895897926,1.745509623,-1.550018893,-1.672732902,-0.780326604,-0.6622204349,0.3114488521,-0.4201852025,-0.05892338555
P04,task3_8_3,279,0.194,0.00029129,0.0172,2.8,99.6,482,1.875,0.5334,0.4937,257.12,381,36.661,103.5583,146.4584,0.3277416995,1.068409064,-0.8376975733,0.7988825741,1.022272164,-0.9159537112,0.4045508527,-0.429912594,-0.2639031886,-0.9025019378,-0.916093989,1.629353714,-0.5250031669,-0.06569246938
P05,task1_5_2,691.52,0.0427,0.00015467,0.0676,9.28,97.9,1347,2.188,0.4569,0.4501,615.49,1152,34.934,152.1067,194.9527,-0.4422956684,0.05845314409,-0.9315169684,-0.2384983209,1.025107436,0.9978573529,-0.03934148544,-0.09750915621,-0.3023923776,0.7193053849,1.072529678,-0.5338283019,0.245320102,0.04630834923
P05,task1_6_2,398.5,0.148,0.00044872,0.0785,9.64,97.2,759,2.162,0.4626,0.5539,351.1,633,35.521,124.2928,173.8384,1.172356123,1.471952077,-0.8104493815,-0.1554978311,0.9308274823,-0.225367366,-0.1147997444,-0.01126398873,0.9409833229,-0.2572251454,-0.2058030922,-0.2056673851,-0.5191724948,-0.5505307742
P05,task2_2_1,675.8,0.0632,2.575e-05,0.2343,8.35,81,950,1.909,0.5237,0.6143,497.55,790,38.523,120.3509,191.3082,-0.1279522523,-0.5612655513,0.9200396131,-0.4529162528,-1.251080025,0.1719726362,-0.8490666489,0.9132236837,1.664489029,0.2836912893,0.1808987286,1.472593385,-0.6275195216,-0.05671094032
P05,task2_5_1,978.95,0.0841,1.02e-05,0.1017,9.13,94.9,1600,1.882,0.5313,0.4984,850.09,1289,37.51,111.2663,168.8384,0.1925246939,-0.6360144321,-0.5527642424,-0.2730818583,0.6210504906,1.524176832,-0.9274271486,1.02821724,0.276172616,1.585805867,1.409970121,0.9062782086,-0.8772187528,-0.6918660596
P05,task3_10_1,201.91,0.0028,0.00014175,0.3024,20.5,80.6,397,2.736,0.3655,0.3829,145.08,301,33.635,216.6164,271.6923,-1.054115293,-0.003653321506,1.676434353,2.348350277,-1.304954284,-0.9784410875,1.551086434,-1.480457982,-1.107352369,-1.018164742,-1.023541974,-1.26003108,2.018433117,2.215511003
P05,task3_4_2,884.06,0.1861,5.614e-05,0.109,6.45,92.6,1402,1.852,0.5401,0.5364,757.17,1189,37.72,115.6666,165.9542,1.756574862,-0.4151807611,-0.4716822805,-0.8909743933,0.3112734989,1.112274631,-1.014494371,1.161367674,0.7313583252,1.242603715,1.163663229,1.023678196,-0.7562721479,-0.7733939056
P05,task3_8_2,176.24,0.0906,0.00033078,0.1531,7.15,88.4,299,2.097,0.4769,0.4748,142.6,243,36.416,128.32,176.3088,0.2921945575,0.905014263,0.01814162617,-0.7295845521,-0.2544062251,-1.182311874,-0.3034453918,0.2051054665,-0.006521666594,-1.027324679,-1.166399972,0.2946801797,-0.4084809131,-0.4806998363
P05,task3_8_3,261.43,-0.0192,0.00034341,0.2544,13.77,82.1,527,2.786,0.3589,0.3808,189.13,425,33.459,188.957,228.4109,-1.391459447,0.965726698,1.143292686,0.7967022321,-1.102925811,-0.7080002483,1.696198471,-1.580320807,-1.132507368,-0.8554650562,-0.718121428,-1.358423451,1.258187105,0.9920731986
P06,task1_5_2,252.5,0.2906,0.00268848,0.0267,2.61,98.6,412,1.791,0.5585,0.4778,230.1,305,32.977,132.959,169.3184,0.389896204,0.7233692842,-0.4470385478,-0.2811607648,0.4898973941,0.8421410691,-0.4680950339,0.4200459541,0.2599113842,0.8910703291,0.8172759839,-0.3220574291,-0.4297691145,-0.8617812749
P06,task1_6_2,280.11,0.0296,6.761e-05,0.0113,1.07,99.4,493,1.922,0.5204,0.4106,256.56,378,32.641,148.2462,193.1343,-0.9147564785,-0.2950161393,-0.8963463267,-0.9672326309,0.8651379513,1.461012883,0.2090633035,-0.3015660582,-0.6297004165,1.246996272,1.550814674,-0.4875181266,0.05846141987,-0.2490141593
P06,task2_2_1,282.76,0.1151,-0.00068022,0.0544,3.4,96.5,452,1.811,0.5522,0.4902,249.6,330,35.298,122.4134,167.6855,-0.4873702549,-0.5855987211,0.3611319378,0.07078519254,-0.4951090685,1.14775678,-0.3647120816,0.3007242827,0.4240659427,1.153374029,1.068487864,0.8209017344,-0.7665661684,-0.9037946955
P06,task2_5_1,228.29,0.0804,-1.827e-05,0.0169,2.37,99.4,368,1.749,0.5718,0.5279,210.44,280,35.074,131.2799,198.1154,-0.660824079,-0.3283863332,-0.7329616798,-0.3880810556,0.8651379513,0.5059637875,-0.6851992336,0.6719472602,0.9231487536,0.6266143938,0.5660641036,0.7105946028,-0.4833948857,-0.1208538009
P06,task3_10_1,112.25,0.4373,-0.00016275,0.1243,8.55,92.5,207,2.241,0.4463,0.3595,92.39,138,34.718,145.6231,208.341,1.123200988,-0.3845265942,2.400522441,2.365116433,-2.371311855,-0.7241394476,1.858021392,-1.705016192,-1.306176057,-0.96133185,-0.8608193765,0.5352850542,-0.0253130787,0.1422440211
P06,task3_3_1,73.38,-0.07,-0.00210856,0.0286,1.64,98,134,2.046,0.4888,0.3459,65.5,109,29.659,220.094,285.0496,-1.412623939,-1.140605507,-0.3916044711,-0.7132969402,0.2084669762,-1.281888119,0.8500376075,-0.9000684096,-1.48621654,-1.323041926,-1.152225158,-1.955981817,2.353079779,2.115904792
P06,task3_4_2,154.5,0.2246,8.349e-05,0.0293,3.11,98.6,233,1.644,0.6082,0.5393,141.72,158,34.539,143.2127,206.5283,0.05998403138,-0.2888456842,-0.3711813903,-0.05841015888,0.4898973941,-0.5254892357,-1.227959733,1.361361361,1.074065041,-0.297770747,-0.6598498723,0.4471378374,-0.1022945325,0.09560446723
P06,task3_8_2,157.82,0.5621,0.00076129,0.056,4.56,97,241,1.701,0.5877,0.5437,141.64,177,35.985,112.1041,161.3557,1.747034914,-0.0254744983,0.4078132655,0.5875665982,-0.2605837203,-0.4643660936,-0.9333183191,0.9730924307,1.132313433,-0.2988468648,-0.4689288432,1.159209768,-1.095816459,-1.066656199
P06,task3_8_3,97,0.2437,0.00681058,0.0307,1.86,98,176,2.029,0.493,0.4286,86.76,138,31.788,161.8088,235.7845,0.1554586147,2.325084193,-0.3303352285,-0.6152866736,0.2084669762,-0.9609916232,0.7621620981,-0.8205206287,-0.3914115413,-1.037063636,-0.8608193765,-0.9075716236,0.4916130398,0.8483468489
P07,task1_5_2,155.67,-0.1941,0.00038651,0.0906,13.1,96.9,248,1.814,0.5511,0.4491,136.68,173,39.051,120.7853,178.1649,0.3460448179,1.456332471,-0.2958229632,0.2757967938,0.6776756672,0.1164681782,-0.8480567284,0.9052682936,-0.1804095685,0.2583089779,0.08026230422,0.38730173,-1.013024091,0.1180165171
P07,task1_6_2,479.79,-0.7729,-0.0011496,0.1336,18.51,95.1,850,2.074,0.4821,0.4423,409.78,594,42.392,120.4843,121.2009,-2.011241262,0.3022159581,1.541793197,1.759614019,-1.037690865,2.54348583,-0.175132773,0.03368440162,-0.2399301377,2.536540774,2.532793519,1.566859688,-1.027398338,-1.460974093
P07,task2_2_1,119.84,-0.5385,-0.00277802,0.0774,8.51,96.2,262,2.513,0.3979,0.3707,104.26,202,36.459,158.5188,176.4887,-1.056597418,-0.921255285,-0.859928389,-0.9831165268,0.0105886823,0.1729104492,0.961073444,-1.02990058,-0.8666467194,-0.01214241284,0.2492015091,-0.5278177633,0.7889381318,0.0715537676
P07,task2_5_1,102.71,-0.3239,-0.00347195,0.1164,14.6,95,171,1.925,0.5194,0.5868,88.81,125,40.352,117.861,138.1952,-0.1825932837,-1.44262164,0.8067467327,0.6872063756,-1.132989006,-0.1939643122,-0.5607699629,0.5048449693,1.024881958,-0.1410281003,-0.1993612073,0.8466267535,-1.152673955,-0.9899074525
P07,task3_10_1,21.88,-0.1681,-0.00241509,0.1166,10.97,94.7,52,2.864,0.3491,0.2766,18.15,44,33.024,168.4612,191.1261,0.4519353467,-0.6485772177,0.8152937846,-0.3084048125,-1.418883428,-0.6737236154,1.869520784,-1.646325129,-1.690306361,-0.7304819952,-0.6712258829,-1.740562925,1.263737162,0.47728927
P07,task3_3_1,66.73,-0.2085,-0.00018201,0.071,8.09,97.3,112,1.903,0.5254,0.5031,58.85,83,39.975,136.3103,165.2414,0.2873977558,1.029189675,-1.13343405,-1.09831121,1.05886823,-0.4318281684,-0.6177096822,0.580634873,0.2922537753,-0.3909578865,-0.4440317798,0.7135248827,-0.2716281564,-0.240211226
P07,task3_4_2,43.44,0.0721,-0.00033365,0.0908,11.05,96.2,93,2.469,0.405,0.4303,37.66,77,38.104,140.1446,173.7905,1.430200924,0.9152588836,-0.2872759113,-0.2864629681,0.0105886823,-0.5084283933,0.8471940054,-0.9402158603,-0.3449664363,-0.567727318,-0.4789847187,0.05295830401,-0.08852126853,-0.003237898456
P07,task3_8_2,43.07,-0.1388,-0.0025285,0.0676,8.36,97.6,64,1.7,0.5881,0.6665,37.64,47,35.873,141.7436,169.9374,0.5712658273,-0.7337848876,-1.278733932,-1.024257485,1.344762652,-0.625344526,-1.143108001,1.372639366,1.722498041,-0.5678941603,-0.6537494134,-0.7347082043,-0.01216106884,-0.110042349
P07,task3_8_3,68.98,-0.2389,-0.00149429,0.1137,15.66,96.7,120,2.013,0.4968,0.502,59.61,88,36.356,173.6752,251.0207,0.1635872913,0.04324204302,0.691361532,0.9779358135,0.4870793858,-0.3995754421,-0.3330110856,0.2193696656,0.2826254479,-0.3846178785,-0.4149043307,-0.5641824654,1.512731584,2.137513465
P08,task1_5_2,718.61,-0.1115,0.00014891,0.0436,4.17,97.9,1251,1.908,0.5242,0.5244,655.73,1036,37.883,100.987,155.8362,-0.473365666,0.9936611208,-1.041688167,-0.9979334439,0.9967348121,0.389582597,-0.1673899284,0.09100160911,1.001632744,0.4024424355,0.4613890626,-1.088240917,1.220109449,1.09023841
P08,task1_6_2,832.92,-0.2114,-4.949e-05,0.0431,4.54,98.1,1419,1.861,0.5374,0.4388,762.58,1175,40.055,73.1378,121.0084,-1.14849744,0.1100284937,-1.050166367,-0.9028513733,1.046571553,0.7208811834,-0.4407719351,0.374754658,-0.4439608605,0.8051906019,0.7871214087,-0.313016492,-0.6400202602,-0.2306176559
P08,task2_2_1,632.94,0.1488,-0.00034426,0.0637,5.5,96.9,1058,1.866,0.5359,0.5084,566.98,864,38.108,94.017,152.9271,1.285761469,-1.202816211,-0.700864529,-0.6561519468,0.7475511091,0.00898362569,-0.4116887429,0.3425099933,0.7314283323,0.06791833843,0.05832457676,-1.007934519,0.7545627164,0.9799098111
P08,task2_5_1,490.79,-0.1533,-0.00047692,0.1105,11.86,94.9,916,2.138,0.4677,0.4091,428.37,680,42.237,85.148,119.0869,-0.7558532351,-1.793656455,0.0926949861,0.9782317536,0.249183703,-0.2710425604,1.170436913,-1.123547426,-0.9455278006,-0.4545423387,-0.3728606871,0.4657771062,0.1621762064,-0.3034911917
P08,task3_10_1,1266.64,0.0633,1.28e-05,0.1642,9.62,88.8,2091,1.992,0.5021,0.4546,1049.9,1682,46.27,67.64,92.9292,0.7079459865,0.3874552898,1.00325366,0.4025997585,-1.270836885,2.046075529,0.3212077005,-0.3840697833,-0.1771340035,1.888181741,1.975224283,1.905224669,-1.007234439,-1.29553079
P08,task3_3_1,282.83,0.1159,0.00011696,0.0759,6.79,96.2,441,1.739,0.5749,0.5478,253.53,339,42.405,70.5891,112.1985,1.063420774,0.851362419,-0.4939964503,-0.3246495925,0.5731225169,-1.207749873,-1.150401825,1.180871274,1.396806697,-1.113564233,-1.171959464,0.5257392164,-0.8102554049,-0.5647360858
P08,task3_4_2,307.94,0.1113,0.00010533,0.1265,8.77,92.1,562,2.187,0.4571,0.4078,256.92,416,38.076,107.7066,166.9952,1.032333626,0.7995648008,0.3639973844,0.1841679746,-0.4485306654,-0.9691360104,1.455452196,-1.351409723,-0.9674819091,-1.100786355,-0.9915178049,-1.019355874,1.668931232,1.51344725
P08,task3_8_2,389.78,-0.1957,-0.00023358,0.2216,15.86,86.8,641,2.058,0.4859,0.3843,311.48,469,42.927,76.5989,127.131,-1.04239565,-0.7098703487,1.976551014,2.006146031,-1.769204291,-0.8133467941,0.7051058375,-0.7323121615,-1.364344639,-0.8951341326,-0.8673177017,0.7120500589,-0.4088432448,0.001584014926
P08,task3_8_3,748.28,-0.1405,5.25e-05,0.0962,5.37,93.4,1102,1.682,0.5945,0.5106,655.16,891,40.427,68.6552,95.6906,-0.6693498646,0.564270891,-0.1497815324,-0.6895591608,-0.1245918515,0.09575230308,-1.481950216,1.602201559,0.768581439,0.4002939427,0.1215963274,-0.180243248,-0.9394262552,-1.190803763
P09,task1_5_2,252.65,0.0043,0.00041906,0.0584,6.41,97.3,442,1.946,0.5138,0.6157,227.08,337,38.371,139.7604,241.5768,0.5954095893,0.8374575106,-0.08710702303,1.494304655,0.3293059537,0.07414406668,0.3755385161,-0.4166507069,0.9244865283,0.02213991602,0.01227710304,0.5043185907,0.5233460716,1.267792071
P09,task1_6_2,387.99,-0.2032,0.00031067,0.0263,3.25,98.9,683,1.917,0.5217,0.5476,356.3,546,37.085,135.4501,190.4037,-1.949629111,0.7298139118,-1.135657813,-1.272493808,0.9220566704,1.2228475,0.1814483127,-0.2377626317,-0.07062726375,1.255295066,1.295234371,-0.4095663895,0.1938242019,-0.8228357523
P09,task2_2_1,304.45,-0.011,0.00069946,0.0813,4.93,94.4,556,2.1,0.4762,0.5075,264.78,421,37.283,124.4459,193.2007,0.407751314,1.115926605,0.6609245373,0.198462337,-0.7450547203,0.6175141553,1.406224424,-1.268067369,-0.6565900106,0.3819135513,0.5279154307,-0.2688593708,-0.6474454448,-0.7085670052
P09,task2_5_1,454.55,-0.0461,-0.00068386,0.1263,6.07,90.9,744,1.968,0.5081,0.4371,378.02,582,40.571,125.225,238.866,-0.02275884674,-0.2578675012,2.130855551,1.19661115,-2.041696913,1.513598161,0.52277936,-0.5457218498,-1.685312639,1.462570486,1.516222225,2.06772991,-0.587883352,1.157044942
P09,task3_10_1,191.87,0.0501,-0.00089704,0.0807,3.44,94,295,1.766,0.5662,0.555,167.04,220,37.245,133.6517,224.2893,1.15715789,-0.4695794895,0.6413254571,-1.106135672,-0.8932423994,-0.6265173634,-0.8291592978,0.7698980454,0.03750551248,-0.5508258416,-0.7059334247,-0.2958637481,0.0563367578,0.5615278716
P09,task3_3_1,111.37,-0.07,-0.00259443,0.0449,4.31,98.1,194,1.922,0.5202,0.5937,100.92,159,35.623,140.7471,202.3743,-0.315898244,-2.155280829,-0.5280863271,-0.344390526,0.6256813121,-1.107924196,0.2149121409,-0.2717287219,0.6030107071,-1.181813448,-1.080385067,-1.448524275,0.5987791572,-0.333788393
P09,task3_4_2,301.3,-0.1396,-0.00022811,0.0458,4.18,97.6,483,1.76,0.5682,0.5038,274.46,385,38.273,108.2119,167.4893,-1.169559417,0.1947440881,-0.4986877069,-0.4582145134,0.4404467131,0.2695666424,-0.8693158916,0.8151861657,-0.7106563987,0.4742904422,0.306927576,0.4346757228,-1.888532616,-1.758981544
P09,task3_8_2,193.36,0.0185,0.00010652,0.0366,4.03,98.4,288,1.615,0.6191,0.6704,178.31,238,38.074,133.1889,211.6319,0.7695760931,0.5270697407,-0.7992069363,-0.5895498835,0.7368220714,-0.6598821935,-1.839766908,1.967768828,1.72379232,-0.4432754737,-0.5954394974,0.2932580626,0.02095575849,0.04442195841
P09,task3_8_3,83.99,-0.0012,-0.00095011,0.0493,5.71,98.1,153,2.015,0.4963,0.5411,75.93,127,36.427,155.5521,225.0691,0.5279507322,-0.5222840359,-0.3843597391,0.8814062615,0.6256813121,-1.303346772,0.8373393447,-0.8129217597,-0.1656087564,-1.420294699,-1.276818716,-0.8771685023,1.730619466,0.5933858513
P12,task1_5_2,739.85,0.2872,0.00021057,0.2008,34.63,95.7,1312,2.102,0.4758,0.3641,624.2,813,39.198,109.6681,204.3967,0.2267587514,-1.829350871670379e-05,-0.9437705892,-0.4210563212,1.152249081,-0.3360493417,-0.9358610095,0.9873273192,0.8446631149,-0.2505450881,-0.3388122885,0.9400395609,-1.106002269,0.8841057843
P12,task1_6_2,723.4,-0.296,0.00034171,0.2069,34.17,95.1,1319,2.198,0.455,0.3355,600.2,837,36.506,124.337,190.9274,-1.564148439,0.8396354631,-0.6763584846,-0.5744275151,0.7314276773,-0.3265256761,-0.1853853551,0.1481279165,-0.4393274364,-0.3180135908,-0.2870664117,-0.1434582362,-0.3028749801,0.1107436074
P12,task2_2_1,1443.36,0.2098,-2.671e-05,0.2149,35.04,94.4,2527,2.116,0.4726,0.3679,1194.39,1522,38.141,120.102,185.1919,-0.01092337572,-1.519257605,-0.3256540852,-0.2843559092,0.2404693734,1.316986894,-0.8264166432,0.8582197188,1.015263258,1.352365977,1.189847155,0.5146097052,-0.5347426777,-0.2185696283
P12,task2_5_1,1493.46,-0.1409,9.69e-05,0.2175,31.74,92.9,2656,2.174,0.4599,0.3356,1221.43,1716,39.618,124.3142,164.9242,-1.087862936,-0.7278163911,-0.2116751554,-1.384627518,-0.8115841351,1.492494445,-0.3730042687,0.3458239297,-0.4348379589,1.42838049,1.608126326,1.109084537,-0.3041232879,-1.382273206
P12,task3_3_1,560.11,0.3696,0.00013766,0.2204,37.71,94.7,1076,2.33,0.4292,0.3244,461.83,661,33.73,159.9416,216.7294,0.4797950211,-0.4668411957,-0.08454481058,0.6058638468,0.4508800751,-0.6571329232,0.8465186697,-0.8928021118,-0.9376594335,-0.7069976208,-0.6665361748,-1.260765029,1.64648904,1.592208189
P12,task3_4_2,380.93,0.4357,0.00043367,0.2706,41.11,91.5,738,2.458,0.4068,0.3175,300.18,466,33.389,150.7223,174.5531,0.682776786,1.428430335,2.116125296,1.739477019,-1.793500743,-1.116989917,1.847152876,-1.796555315,-1.247433378,-1.161426099,-1.086971424,-1.398013449,1.141729213,-0.8294139579
P12,task3_8_2,716.36,0.6281,0.00028021,0.2252,36.85,94.1,1285,2.174,0.46,0.372,591.04,776,37.455,119.9973,186.2677,1.273604192,0.445867688,0.1258778291,0.3191263973,0.03005867167,-0.3727834803,-0.3730042687,0.3498585422,1.199331834,-0.3437640693,-0.4185871819,0.2385029114,-0.5404750384,-0.1568007888
P14,task1_5_2,220.21,0.1167,0.00029293,0.058,10.08,99,274,1.329,0.7526,0.8602,206.22,223,37.895,129.0817,204.7117,0.2468587493,-0.3718178012,-0.6515350737,-0.3847717012,0.7777777778,-0.2362705557,-1.401554131,1.5215446,1.204408739,0.02754464411,-0.09538935756,1.402702804,-0.3890283084,0.06862192138
P14,task1_6_2,222.8,-0.1876,0.00017216,0.0707,11.31,98.1,319,1.57,0.637,0.8787,203.21,245,35.249,136.8005,165.7823,-2.273917003,-0.6329879571,0.7024732704,0.5411897624,-0.7222222222,0.05022517801,0.3668989873,-0.4332775806,1.355915278,-0.004466699045,0.09161156122,-0.5501744001,0.0103434274,-0.800968326
P14,task2_2_1,314.63,0.0357,0.00023096,0.0623,12.4,99.3,396,1.373,0.7283,0.782,288.39,288,35.532,149.5969,243.9813,-0.4241331531,-0.5058305077,-0.1930913037,1.361757238,1.277777778,0.5404512113,-1.078683023,1.110626097,0.5639865039,0.9014224072,0.457113357,-0.3413065812,0.6724308607,0.945811428
P14,task2_5_1,391.02,0.0935,0.00054667,0.0725,11.66,98.2,617,1.752,0.5707,0.5152,352.14,465,35.582,132.6168,185.8054,0.05467341427,0.1769055188,0.8943799648,0.8046747317,-0.5555555556,1.947463592,1.702411301,-1.554425596,-1.620983475,1.579403512,1.961620749,-0.3044041397,-0.2061217655,-0.3536998738
P14,task3_10_1,72.06,0.092,0.00100447,0.064,9.16,98.1,98,1.485,0.6736,0.6742,66.01,75,37.527,101.7373,139.0697,0.0422476383,1.166917089,-0.01184609225,-1.077360763,-0.7222222222,-1.356787203,-0.2568292911,0.1856367084,-0.3188461939,-1.463588387,-1.353395538,1.131100835,-1.803831191,-1.397664305
P14,task3_3_1,223.66,0.2705,0.00110144,0.0625,8.85,98,290,1.412,0.7083,0.7709,205.4,224,34.724,145.9579,258.0201,1.520914979,1.376618754,-0.1717683376,-1.310733165,-0.8888888889,-0.1344054059,-0.7925018125,0.7724215671,0.4730825805,0.01882394597,-0.08688931579,-0.9376500359,0.484148518,1.259404845
P14,task3_4_2,181.07,0.1011,-0.00013522,0.0516,9.61,99.2,276,1.654,0.6045,0.7165,166.85,210,34.202,168.1266,266.5848,0.1176306792,-1.297710012,-1.333869987,-0.7385943743,1.111111111,-0.223537412,0.9832892859,-0.9828599411,0.02757146026,-0.3911552164,-0.2058899005,-1.322911525,1.631159996,1.450719882
P14,task3_8_2,292.66,0.1281,-3.01e-06,0.0542,10.05,99.1,413,1.528,0.6544,0.5983,270.25,299,37.663,118.2459,177.0959,0.3412946466,-1.011800379,-1.056671429,-0.4073561272,0.9444444444,0.6486829329,0.05870383796,-0.1390396399,-0.9404324811,0.7085035485,0.5506138164,1.231475476,-0.9496740376,-0.5482493983
P14,task3_8_3,83.6,0.1321,0.00097339,0.0812,12.2,97.8,117,1.577,0.6342,0.6222,74.2,79,35.576,147.2417,173.7058,0.3744300492,1.099705295,1.821928988,1.211194399,-1.222222222,-1.235822338,0.4182648455,-0.4806262147,-0.7447024118,-1.376487756,-1.319395371,-0.3088324327,0.5505725003,-0.6239761729
P15,task1_5_2,353.91,0.5955,0.00235175,0.0954,16.44,98,738,2.334,0.4285,0.4068,316.25,587,39.454,96.6623,99.4273,1.314279104,0.7395130496,-0.1098374444,2.083198925,0.7859825701,0.02460758665,0.5756260582,-0.6129941866,-0.7477514735,-0.1315077479,0.05296466779,1.113568052,-1.078374221,-1.465873019
P15,task1_6_2,513.11,-0.0646,-0.00014391,0.0941,12.63,96.1,845,1.858,0.5383,0.495,454.85,643,38.556,98.5397,104.9753,-1.778488355,-0.8606979562,-0.1496237632,0.599649784,0.2305981921,0.2794151774,-1.452319693,1.549665061,0.474581969,0.5585013575,0.222991372,0.3655124458,-0.9584573175,-1.313450199
P15,task2_2_1,817.25,0.5256,0.00090632,0.1733,11.6,88.3,1515,2.329,0.4295,0.455,650.62,1189,37.443,127.5199,195.6452,0.9867765352,-0.1872930835,2.274281201,0.1985853181,-2.049400834,1.874939344,0.554324107,-0.5932978364,-0.07976426344,1.533126773,1.880751738,-0.5616433328,0.8926217551,1.177566714
P15,task2_5_1,633.26,0.1906,-0.00019465,0.0658,8.53,97.5,1094,1.927,0.5189,0.4383,567.64,860,40.008,104.0183,147.6227,-0.5827994361,-0.8932323185,-1.01574132,-0.9968204202,0.6398287864,0.8723786363,-1.158352767,1.167555868,-0.3112038155,1.120017425,0.881844851,1.575063381,-0.6085176412,-0.1417780707
P15,task3_10_1,139.85,0.2824,0.00119211,0.0719,10.3,97.9,292,2.383,0.4197,0.4377,122.56,235,37.067,135.8446,201.3956,-0.152688767,-0.004045243917,-0.8290516699,-0.3076125515,0.7567518134,-1.037487605,0.7843851796,-0.786322068,-0.319519009,-1.095778048,-1.015774616,-0.8748603793,1.424353005,1.335550165
P15,task3_3_1,157.36,0.368,0.00089785,0.0839,11.06,96.6,323,2.358,0.4242,0.4447,137,252,36.965,124.8833,166.7825,0.2483730335,-0.1927240265,-0.461793342,-0.0116814893,0.3767519757,-0.9636648449,0.6778754238,-0.6976884923,-0.2225084183,-1.023889654,-0.9641593665,-0.9598288334,0.7242117688,0.3846081485
P15,task3_4_2,420.54,0.1969,-0.00017738,0.0853,10.56,96.5,780,2.117,0.4724,0.6338,368.48,608,36.727,125.4536,178.5565,-0.5532820372,-0.8821588373,-0.4189465371,-0.2063729776,0.347521219,0.1246255195,-0.3488786224,0.2516755853,2.398163395,0.1285151639,0.1167246819,-1.15808856,0.7606390673,0.7080808019
P15,task3_8_2,465.15,0.5404,0.001246,0.1258,7.35,90.7,768,1.972,0.507,0.4538,389.36,605,39.116,93.6975,134.4589,1.056118996,0.0305088905,0.8205503197,-1.456292333,-1.347862672,0.09604896724,-0.9666352063,0.9331693008,-0.09639465042,0.2324645876,0.1076161084,0.8320059193,-1.267747629,-0.5034333548
P15,task3_8_3,89.93,0.2001,0.00470768,0.0954,11.34,96.2,194,2.512,0.3981,0.3817,77.23,147,37.719,115.2872,146.1852,-0.5382890727,2.250129526,-0.1098374444,0.09734574416,0.2598289488,-1.270862781,1.33397552,-1.211763231,-1.095603734,-1.321449857,-1.282959437,-0.3317286923,0.1112712133,-0.181271186
P16,task1_5_2,501.27,0.1404,0.00017786,0.0494,3.47,97,744,1.632,0.6126,0.8495,455.81,651,38.447,151.0113,235.0765,0.9471860874,0.6911450314,-0.2649314077,-0.07555185183,0.3038465077,1.309884498,0.7812279388,-0.8421776927,-0.4942280504,1.152506802,1.301413924,-0.7071243692,0.0847240016,0.1766907918
P16,task1_6_2,327.71,-0.1623,4.163e-05,0.0986,4.03,92.4,438,1.556,0.6427,0.8232,281.52,376,40.076,125.5044,220.9201,-1.37625985,-0.003080236411,0.9951290364,0.3210953703,-1.078488154,-0.1429636323,0.09877594628,-0.1667900759,-0.7267077394,-0.1697242987,-0.2037260114,0.3087649377,-1.099310219,-0.2051762543
P16,task2_2_1,387.18,-0.0989,-6.38e-06,0.0828,6.04,94.8,524,1.524,0.656,0.9603,343.76,452,37.659,135.5117,215.1592,-0.8896180513,-0.2477382053,0.5904754791,1.744775578,-0.3572700695,0.2653531625,-0.1885722611,0.1316370106,0.4851920845,0.3024523249,0.2122399343,-1.198542892,-0.6347698142,-0.3605757814
P16,task2_5_1,528.35,0.0154,-5.37e-05,0.0651,3.86,95.6,747,1.566,0.6387,0.8571,477.09,661,42.372,130.3528,194.6834,-0.01228118104,-0.4888799485,0.1371610511,0.2006846064,-0.1168640414,1.324128107,0.1885722611,-0.2565425831,-0.4270476079,1.313945082,1.356146285,1.740613832,-0.8742467457,-0.9129078194
P16,task3_10_1,145.19,0.1729,-0.00031973,0.0288,2.48,98.7,197,1.448,0.6907,1.0332,136.07,183,38.152,172.8782,302.6456,1.196647577,-1.844563337,-0.7925176913,-0.7767674767,0.8147093173,-1.287200232,-0.8710242536,0.9102400106,1.12959396,-1.273164046,-1.260060584,-0.8910945015,1.099788863,1.999358463
